CID,BDATE,GEN
NASAW00016129,8/17/1986,Female
NASAW00016130,6/19/2003,Female
NASAW00016131,2/28/1988,Male
NASAW00016132,5/31/1997,Female
NASAW00016133,5/21/1984,Male
NASAW00016134,3/25/1995,Male
NASAW00016135,3/10/1989,Female
NASAW00016136,11/1/1976,Male
NASAW00016137,1/25/1997,Male
NASAW00016138,5/1/1977,Male
NASAW00016139,8/19/1986,Female
NASAW00016140,2/11/1985,Male
NASAW00016141,11/14/1991,Female
NASAW00016142,8/30/1996,Female
NASAW00016143,5/25/1982,Female
NASAW00016144,5/7/1998,Male
NASAW00016145,11/25/1990,Female
NASAW00016146,11/26/1976,Female
NASAW00016147,6/13/1997,Male
NASAW00016148,8/1/1992,Female
NASAW00016149,1/10/1979,Male
NASAW00016150,4/8/1998,Female
NASAW00016151,3/12/1990,Female
NASAW00016152,6/20/1991,Female
NASAW00016153,9/26/1976,Male
NASAW00016154,3/11/2000,Female
NASAW00016155,7/12/1975,Female
NASAW00016156,12/8/1984,Male
NASAW00016157,10/24/1983,Female
NASAW00016158,6/12/2002,Female
NASAW00016159,2/17/1982,Female
NASAW00016160,7/23/1977,Female
NASAW00016161,3/3/1975,Female
NASAW00016162,2/21/1985,Female
NASAW00016163,11/13/1995,Male
NASAW00016164,3/27/2001,Female
NASAW00016165,12/5/2004,Female
NASAW00016166,4/11/1981,Female
NASAW00016167,9/13/2003,Male
NASAW00016168,5/1/1992,Female
NASAW00016169,6/6/1984,Male
NASAW00016170,2/12/2000,Male
NASAW00016171,1/19/1996,Male
NASAW00016172,4/13/1981,Female
NASAW00016173,11/5/1980,Male
NASAW00016174,9/7/2002,Female
NASAW00016175,10/11/2001,Male
NASAW00016176,10/2/1992,Female
NASAW00016177,3/13/1976,Female
NASAW00016178,3/20/2001,Male
NASAW00016179,5/12/1983,Female
NASAW00016180,8/18/1997,Male
NASAW00016181,9/29/1975,Female
NASAW00016182,7/22/1982,Male
NASAW00016183,9/7/1992,Female
NASAW00016184,6/9/1989,Female
NASAW00016185,1/13/1992,Male
NASAW00016186,4/12/1990,Female
NASAW00016187,7/23/1978,Male
NASAW00016188,10/9/1992,Female
NASAW00016189,5/26/2000,Female
NASAW00016190,5/6/2002,Male
NASAW00016191,3/31/1975,Female
NASAW00016192,12/30/1997,Female
NASAW00016193,1/31/1990,Male
NASAW00016194,6/1/1995,Female
NASAW00016195,7/3/2001,Female
NASAW00016196,7/26/1989,Male
NASAW00016197,11/28/1980,Female
NASAW00016198,12/22/1990,Male
NASAW00016199,10/22/1984,Male
NASAW00016200,2/5/2002,Female
NASAW00016201,3/22/1995,Male
NASAW00016202,5/7/1994,Male
NASAW00016203,4/3/1977,Male
NASAW00016204,1/2/1989,Male
NASAW00016205,12/28/1979,Female
NASAW00016206,4/27/1987,Female
NASAW00016207,5/5/1989,Male
NASAW00016208,5/19/1989,Female
NASAW00016209,8/18/1977,Female
NASAW00016210,3/7/1998,Female
NASAW00016211,10/3/1988,Male
NASAW00016212,11/17/1981,Female
NASAW00016213,8/19/1988,Female
NASAW00016214,5/14/1984,Male
NASAW00016215,5/19/1975,Male
NASAW00016216,2/6/1999,Male
NASAW00016217,2/13/1989,Female
NASAW00016218,9/3/1983,Female
NASAW00016219,11/13/1993,Male
NASAW00016220,2/12/1991,Female
NASAW00016221,3/12/1983,Male
NASAW00016222,4/15/1995,Male
NASAW00016223,2/7/1984,Male
NASAW00016224,4/27/1986,Male
NASAW00016225,8/24/2002,Male
NASAW00016226,11/5/1984,Female
NASAW00016227,6/16/1985,Male
NASAW00016228,12/15/1995,Male
NASAW00016229,1/27/1992,Male
NASAW00016230,3/8/2004,Male
NASAW00016231,3/10/1979,Female
NASAW00016232,3/1/1993,Male
NASAW00016233,10/29/1993,Female
NASAW00016234,7/8/1996,Male
NASAW00016235,5/29/1985,Male
NASAW00016236,12/3/1978,Male
NASAW00016237,1/29/1980,Female
NASAW00016238,4/26/2004,Female
NASAW00016239,12/7/1996,Male
NASAW00016240,3/20/1982,Female
NASAW00016241,11/14/1992,Female
NASAW00016242,10/30/2003,Female
NASAW00016243,7/29/1998,Female
NASAW00016244,2/16/1976,Male
NASAW00016245,11/14/1984,Female
NASAW00016246,5/8/1975,Male
NASAW00016247,11/19/1996,Female
NASAW00016248,7/19/1995,Female
NASAW00016249,11/27/1991,Male
NASAW00016250,5/28/1984,Male
NASAW00016251,5/4/1987,Female
NASAW00016252,9/3/1998,Male
NASAW00016253,10/5/1981,Female
NASAW00016254,6/28/1977,Female
NASAW00016255,11/22/1979,Female
NASAW00016256,9/2/1987,Male
NASAW00016257,11/16/1977,Female
NASAW00016258,2/14/1984,Female
NASAW00016259,8/29/1983,Female
NASAW00016260,9/5/1985,Female
NASAW00016261,3/28/2002,Female
NASAW00016262,8/20/1993,Female
NASAW00016263,7/26/2002,Male
NASAW00016264,9/14/2000,Female
NASAW00016265,12/5/1984,Female
NASAW00016266,3/13/1979,Female
NASAW00016267,9/1/2003,Male
NASAW00016268,4/9/1980,Female
NASAW00016269,9/8/1987,Female
NASAW00016270,7/26/2000,Male
NASAW00016271,12/6/1980,Female
NASAW00016272,8/2/2004,Male
NASAW00016273,8/8/1988,Female
NASAW00016274,6/13/1987,Male
NASAW00016275,7/13/1999,Female
NASAW00016276,8/7/2003,Female
NASAW00016277,12/26/1993,Female
NASAW00016278,5/23/1980,Male
NASAW00016279,12/13/1982,Female
NASAW00016280,1/26/2004,Male
NASAW00016281,4/3/1995,Male
NASAW00016282,10/10/1992,Female
NASAW00016283,7/30/1999,Male
NASAW00016284,7/1/2002,Male
NASAW00016285,4/21/1996,Female
NASAW00016286,12/15/1997,Male
NASAW00016287,7/2/2003,Female
NASAW00016288,10/26/1994,Male
NASAW00016289,9/6/2001,Female
NASAW00016290,11/23/1985,Male
NASAW00016291,7/15/2003,Female
NASAW00016292,12/20/1989,Female
NASAW00016293,4/10/1975,Male
NASAW00016294,10/28/1983,Male
NASAW00016295,2/14/2004,Male
NASAW00016296,11/28/1992,Female
NASAW00016297,4/10/1989,Female
NASAW00016298,8/15/1989,Female
NASAW00016299,10/31/1981,Female
NASAW00016300,7/24/1982,Male
NASAW00016301,1/18/2002,Male
NASAW00016302,8/28/1984,Female
NASAW00016303,8/26/1998,Female
NASAW00016304,8/31/1999,Male
NASAW00016305,3/13/1985,Male
NASAW00016306,10/28/1990,Female
NASAW00016307,8/1/1976,Female
NASAW00016308,4/6/1999,Female
NASAW00016309,12/4/1976,Female
NASAW00016310,3/31/1998,Female
NASAW00016311,9/6/1975,Male
NASAW00016312,2/3/1983,Female
NASAW00016313,5/12/2003,Female
NASAW00016314,6/2/1979,Male
NASAW00016315,9/10/1982,Male
NASAW00016316,8/9/1995,Female
NASAW00016317,2/25/1997,Male
NASAW00016318,7/29/1984,Female
NASAW00016319,9/30/1977,Female
NASAW00016320,5/3/2000,Female
NASAW00016321,4/28/1998,Female
NASAW00016322,3/31/1980,Female
NASAW00016323,5/1/1984,Male
NASAW00016324,8/26/1984,Male
NASAW00016325,6/25/1998,Female
NASAW00016326,1/4/1980,Male
NASAW00016327,9/19/1980,Male
NASAW00016328,5/3/2000,Male
NASAW00016329,11/13/1980,Female
NASAW00016330,5/10/1993,Male
NASAW00016331,5/4/2003,Female
NASAW00016332,7/11/1992,Female
NASAW00016333,2/18/1984,Male
NASAW00016334,8/1/1998,Female
NASAW00016335,4/8/1992,Female
NASAW00016336,5/3/2001,Male
NASAW00016337,1/9/1983,Male
NASAW00016338,1/30/1996,Female
NASAW00016339,7/20/1996,Male
NASAW00016340,5/1/1977,Male
NASAW00016341,8/3/1978,Female
NASAW00016342,10/6/2002,Male
NASAW00016343,7/26/1983,Male
NASAW00016344,8/24/2001,Male
NASAW00016345,5/28/1995,Male
NASAW00016346,6/13/1985,Male
NASAW00016347,3/15/1998,Male
NASAW00016348,3/14/1981,Male
NASAW00016349,10/20/1996,Male
NASAW00016350,11/21/1998,Male
NASAW00016351,9/19/1995,Female
NASAW00016352,1/6/2000,Female
NASAW00016353,9/25/1991,Male
NASAW00016354,5/16/1995,Female
NASAW00016355,1/14/1981,Female
NASAW00016356,10/22/1987,Female
NASAW00016357,5/25/1986,Female
NASAW00016358,4/9/1985,Male
NASAW00016359,12/1/1996,Female
NASAW00016360,11/17/1996,Male
NASAW00016361,1/29/1991,Male
NASAW00016362,10/5/2004,Male
NASAW00016363,11/10/1980,Female
NASAW00016364,6/10/1991,Female
NASAW00016365,5/3/2004,Female
NASAW00016366,2/28/1984,Female
NASAW00016367,10/30/1993,Female
NASAW00016368,3/7/1979,Female
NASAW00016369,2/4/1981,Female
NASAW00016370,1/12/1989,Female
NASAW00016371,12/31/1985,Male
NASAW00016372,3/16/1980,Female
NASAW00016373,8/29/1996,Female
NASAW00016374,2/4/1996,Male
NASAW00016375,9/21/2003,Female
NASAW00016376,8/7/1989,Female
NASAW00016377,9/10/1989,Female
NASAW00016378,3/6/1994,Female
NASAW00016379,1/23/1995,Male
NASAW00016380,8/15/1989,Female
NASAW00016381,7/19/1987,Female
NASAW00016382,3/13/1976,Female
NASAW00016383,8/25/1988,Male
NASAW00016384,6/11/1985,Female
NASAW00016385,6/7/1994,Male
NASAW00016386,6/11/1992,Male
NASAW00016387,9/9/1992,Male
NASAW00016388,7/18/2002,Male
NASAW00016389,2/28/1992,Male
NASAW00016390,5/1/2004,Male
NASAW00016391,2/3/1975,Male
NASAW00016392,3/7/1992,Female
NASAW00016393,9/24/1988,Male
NASAW00016394,12/11/1995,Male
NASAW00016395,6/13/1986,Female
NASAW00016396,3/3/1975,Male
NASAW00016397,9/14/1993,Male
NASAW00016398,9/29/1989,Male
NASAW00016399,8/15/2004,Male
NASAW00016400,1/26/1993,Male
NASAW00016401,4/17/2004,Female
NASAW00016402,9/26/1978,Male
NASAW00016403,6/29/2002,Male
NASAW00016404,5/4/1997,Male
NASAW00016405,10/18/1983,Female
NASAW00016406,12/20/1988,Male
NASAW00016407,5/1/1995,Female
NASAW00016408,9/7/1994,Male
NASAW00016409,10/14/1977,Female
NASAW00016410,11/28/2000,Female
NASAW00016411,9/5/1989,Male
NASAW00016412,4/15/1978,Female
NASAW00016413,7/25/1976,Female
NASAW00016414,2/11/2001,Female
NASAW00016415,8/22/1987,Male
NASAW00016416,4/21/1981,Male
NASAW00016417,10/11/1987,Male
NASAW00016418,5/19/2003,Female
NASAW00016419,7/28/1992,Female
NASAW00016420,11/12/2004,Male
NASAW00016421,1/6/2000,Female
NASAW00016422,5/25/1992,Male
NASAW00016423,3/14/1994,Male
NASAW00016424,3/28/1979,Female
NASAW00016425,6/19/2004,Female
NASAW00016426,9/5/1980,Male
NASAW00016427,6/2/1978,Female
NASAW00016428,7/3/1975,Male
NASAW00016429,12/15/2003,Female
NASAW00016430,2/3/1994,Male
NASAW00016431,6/2/1981,Male
NASAW00016432,12/27/2003,Male
NASAW00016433,1/28/1996,Male
NASAW00016434,11/5/1980,Female
NASAW00016435,12/22/1987,Male
NASAW00016436,5/11/2004,Male
NASAW00016437,3/8/1987,Male
NASAW00016438,12/17/2001,Female
NASAW00016439,8/27/1993,Female
NASAW00016440,8/26/1991,Male
NASAW00016441,9/21/1997,Male
NASAW00016442,8/10/1982,Male
NASAW00016443,4/12/1984,Female
NASAW00016444,12/5/2002,Female
NASAW00016445,1/3/1980,Female
NASAW00016446,2/14/1988,Female
NASAW00016447,10/7/1997,Female
NASAW00016448,11/24/1999,Female
NASAW00016449,6/29/1975,Male
NASAW00016450,4/19/1987,Female
NASAW00016451,6/25/2000,Male
NASAW00016452,8/4/1978,Female
NASAW00016453,12/27/1981,Female
NASAW00016454,9/25/1985,Male
NASAW00016455,6/4/1986,Female
NASAW00016456,8/8/1990,Male
NASAW00016457,1/31/2003,Female
NASAW00016458,10/15/1975,Female
NASAW00016459,5/25/2000,Female
NASAW00016460,2/2/1988,Female
NASAW00016461,9/8/1988,Female
NASAW00016462,7/24/1981,Female
NASAW00016463,5/11/1992,Female
NASAW00016464,7/10/1993,Male
NASAW00016465,4/10/2001,Female
NASAW00016466,8/25/1979,Female
NASAW00016467,11/27/1981,Male
NASAW00016468,7/23/1976,Male
NASAW00016469,10/4/1979,Female
NASAW00016470,2/26/1996,Male
NASAW00016471,9/19/1998,Female
NASAW00016472,11/5/1981,Female
NASAW00016473,4/13/1999,Female
NASAW00016474,7/14/2004,Male
NASAW00016475,1/12/1975,Male
NASAW00016476,2/22/1975,Male
NASAW00016477,1/26/1999,Female
NASAW00016478,3/22/1985,Male
NASAW00016479,9/4/1992,Female
NASAW00016480,4/6/1983,Male
NASAW00016481,9/15/1977,Female
NASAW00016482,1/16/1983,Female
NASAW00016483,9/21/1995,Male
NASAW00016484,1/27/1980,Male
NASAW00016485,1/15/1982,Male
NASAW00016486,2/17/1997,Female
NASAW00016487,7/18/1992,Female
NASAW00016488,12/19/1988,Male
NASAW00016489,7/23/1978,Male
NASAW00016490,6/23/1998,Female
NASAW00016491,4/13/2002,Male
NASAW00016492,9/9/1987,Male
NASAW00016493,3/29/1980,Female
NASAW00016494,11/9/1993,Female
NASAW00016495,9/27/1978,Female
NASAW00016496,9/3/1988,Female
NASAW00016497,9/21/1976,Female
NASAW00016498,11/21/2003,Male
NASAW00016499,3/10/1990,Female
NASAW00016500,6/19/1993,Female
NASAW00016501,5/7/1993,Female
NASAW00016502,1/25/1975,Male
NASAW00016503,8/1/1987,Male
NASAW00016504,11/4/1995,Male
NASAW00016505,7/24/1975,Female
NASAW00016506,10/11/1984,Female
NASAW00016507,10/31/1985,Female
NASAW00016508,3/25/1992,Male
NASAW00016509,10/15/1999,Female
NASAW00016510,11/7/1990,Male
NASAW00016511,6/21/1996,Male
NASAW00016512,11/15/1987,Male
NASAW00016513,8/1/1987,Male
NASAW00016514,9/29/1988,Male
NASAW00016515,11/1/1984,Male
NASAW00016516,5/15/1997,Male
NASAW00016517,12/8/1999,Female
NASAW00016518,6/16/1996,Female
NASAW00016519,12/26/1983,Female
NASAW00016520,11/4/1980,Female
NASAW00016521,8/16/2004,Female
NASAW00016522,2/21/1993,Female
NASAW00016523,2/9/1985,Female
NASAW00016524,12/13/1982,Male
NASAW00016525,4/12/1983,Female
NASAW00016526,9/22/1981,Male
NASAW00016527,8/3/2000,Male
NASAW00016528,7/5/1990,Female
NASAW00016529,10/3/2001,Male
NASAW00016530,2/23/1996,Female
NASAW00016531,6/6/2002,Female
NASAW00016532,12/7/1991,Male
NASAW00016533,5/11/1977,Female
NASAW00016534,9/17/1985,Female
NASAW00016535,11/19/1989,Male
NASAW00016536,3/29/2001,Female
NASAW00016537,11/27/1988,Male
NASAW00016538,5/13/1984,Female
NASAW00016539,1/26/1979,Female
NASAW00016540,5/30/1977,Male
NASAW00016541,8/13/1988,Male
NASAW00016542,12/29/1978,Male
NASAW00016543,11/5/1980,Female
NASAW00016544,5/11/1996,Male
NASAW00016545,3/1/1998,Female
NASAW00016546,12/3/1995,Male
NASAW00016547,12/20/1995,Male
NASAW00016548,2/23/1980,Male
NASAW00016549,7/27/2000,Female
NASAW00016550,5/4/2001,Male
NASAW00016551,4/27/1975,Female
NASAW00016552,1/12/1989,Male
NASAW00016553,7/30/1990,Female
NASAW00016554,6/1/1982,Female
NASAW00016555,7/30/1991,Male
NASAW00016556,7/7/1997,Female
NASAW00016557,11/11/1997,Male
NASAW00016558,8/17/2000,Male
NASAW00016559,10/2/1977,Female
NASAW00016560,6/7/1985,Male
NASAW00016561,9/15/2001,Male
NASAW00016562,5/4/2003,Female
NASAW00016563,6/27/1996,Female
NASAW00016564,11/19/1980,Female
NASAW00016565,11/12/2004,Male
NASAW00016566,5/13/1995,Female
NASAW00016567,8/12/1988,Male
NASAW00016568,8/12/1975,Female
NASAW00016569,1/25/1999,Female
NASAW00016570,8/14/1990,Female
NASAW00016571,9/13/2001,Female
NASAW00016572,5/17/1986,Male
NASAW00016573,7/5/1999,Male
NASAW00016574,5/6/2004,Male
NASAW00016575,9/11/2001,Female
NASAW00016576,6/10/1977,Male
NASAW00016577,6/8/1989,Female
NASAW00016578,4/24/1975,Female
NASAW00016579,3/23/1999,Male
NASAW00016580,11/28/1979,Female
NASAW00016581,12/29/1996,Male
NASAW00016582,4/8/1984,Male
NASAW00016583,11/25/1997,Male
NASAW00016584,3/11/1981,Male
NASAW00016585,3/22/1981,Male
NASAW00016586,12/7/1989,Male
NASAW00016587,1/22/1975,Male
NASAW00016588,7/25/1994,Male
NASAW00016589,1/24/1985,Male
NASAW00016590,5/30/1993,Male
NASAW00016591,4/21/1975,Male
NASAW00016592,7/10/2002,Female
NASAW00016593,7/17/1999,Female
NASAW00016594,9/21/1987,Male
NASAW00016595,8/29/1988,Male
NASAW00016596,2/17/1997,Female
NASAW00016597,12/25/1987,Female
NASAW00016598,5/1/1992,Female
NASAW00016599,10/6/1988,Male
NASAW00016600,3/3/1977,Female
NASAW00016601,10/12/1991,Female
NASAW00016602,12/3/1992,Female
NASAW00016603,1/24/1995,Female
NASAW00016604,4/13/1989,Male
NASAW00016605,9/11/2004,Female
NASAW00016606,3/16/1979,Male
NASAW00016607,2/2/1995,Male
NASAW00016608,8/29/2003,Male
NASAW00016609,5/16/1983,Male
NASAW00016610,3/31/1992,Female
NASAW00016611,3/15/2002,Male
NASAW00016612,8/28/1984,Female
NASAW00016613,1/5/1999,Female
NASAW00016614,3/12/1985,Female
NASAW00016615,2/7/1988,Female
NASAW00016616,2/21/1978,Male
NASAW00016617,12/4/1986,Male
NASAW00016618,11/19/1985,Female
NASAW00016619,7/27/2004,Female
NASAW00016620,5/9/1996,Male
NASAW00016621,1/21/1992,Female
NASAW00016622,4/6/2003,Male
NASAW00016623,2/9/2002,Male
NASAW00016624,7/9/2002,Male
NASAW00016625,10/7/2001,Male
NASAW00016626,3/12/1993,Male
NASAW00016627,4/20/1998,Female
NASAW00016628,8/1/2000,Male
NASAW00016629,12/12/1989,Female
NASAW00016630,11/15/1983,Male
NASAW00016631,3/12/1978,Female
NASAW00016632,8/15/1989,Male
NASAW00016633,2/13/1979,Female
NASAW00016634,9/28/2003,Female
NASAW00016635,7/2/1979,Male
NASAW00016636,2/16/1983,Male
NASAW00016637,5/3/1984,Male
NASAW00016638,10/4/1996,Male
NASAW00016639,5/4/1994,Female
NASAW00016640,10/16/1997,Male
NASAW00016641,9/30/1986,Female
NASAW00016642,3/3/1983,Male
NASAW00016643,9/28/1977,Male
NASAW00016644,4/24/2002,Male
NASAW00016645,1/26/1990,Female
NASAW00016646,1/24/2000,Male
NASAW00016647,9/25/2001,Female
NASAW00016648,2/12/1977,Female
NASAW00016649,5/14/1992,Female
NASAW00016650,10/6/1991,Female
NASAW00016651,3/28/1993,Female
NASAW00016652,2/17/2002,Female
NASAW00016653,8/9/1992,Female
NASAW00016654,10/1/2001,Female
NASAW00016655,1/1/1978,Female
NASAW00016656,8/21/1982,Male
NASAW00016657,2/12/1976,Male
NASAW00016658,6/20/1980,Female
NASAW00016659,8/16/1989,Female
NASAW00016660,5/30/1995,Male
NASAW00016661,3/17/1996,Male
NASAW00016662,3/24/1982,Female
NASAW00016663,12/9/1980,Female
NASAW00016664,4/15/1981,Female
NASAW00016665,12/5/1989,Female
NASAW00016666,9/8/2002,Female
NASAW00016667,5/21/1977,Female
NASAW00016668,9/4/1992,Male
NASAW00016669,1/5/1981,Male
NASAW00016670,2/17/2000,Female
NASAW00016671,8/17/2004,Female
NASAW00016672,3/29/2000,Female
NASAW00016673,10/23/2004,Male
NASAW00016674,9/18/1978,Male
NASAW00016675,4/11/1978,Female
NASAW00016676,9/10/1977,Female
NASAW00016677,12/19/1976,Male
NASAW00016678,6/30/1997,Male
NASAW00016679,7/1/1982,Female
NASAW00016680,2/9/1995,Male
NASAW00016681,12/2/1997,Male
NASAW00016682,7/30/2004,Female
NASAW00016683,10/25/1995,Female
NASAW00016684,4/23/1982,Male
NASAW00016685,6/24/2002,Female
NASAW00016686,12/21/1976,Female
NASAW00016687,4/11/1987,Male
NASAW00016688,2/24/1984,Female
NASAW00016689,8/6/1993,Male
NASAW00016690,5/15/1995,Female
NASAW00016691,7/4/1995,Female
NASAW00016692,9/13/1998,Male
NASAW00016693,1/7/1993,Male
NASAW00016694,7/28/1995,Female
NASAW00016695,10/24/1975,Male
NASAW00016696,10/14/1996,Female
NASAW00016697,1/11/1989,Male
NASAW00016698,6/25/1988,Female
NASAW00016699,7/23/1993,Male
NASAW00016700,3/3/1975,Male
NASAW00016701,9/29/1988,Female
NASAW00016702,11/26/1981,Female
NASAW00016703,10/26/1989,Female
NASAW00016704,8/26/1994,Female
NASAW00016705,3/5/1978,Female
NASAW00016706,6/8/2001,Female
NASAW00016707,11/15/2002,Male
NASAW00016708,8/28/1995,Female
NASAW00016709,12/10/2000,Male
NASAW00016710,12/25/2001,Female
NASAW00016711,7/13/1991,Male
NASAW00016712,11/4/1998,Female
NASAW00016713,12/5/2004,Male
NASAW00016714,1/17/1976,Male
NASAW00016715,4/27/1975,Female
NASAW00016716,3/26/1989,Male
NASAW00016717,3/3/1993,Female
NASAW00016718,11/5/1983,Male
NASAW00016719,12/6/1980,Male
NASAW00016720,12/28/1996,Female
NASAW00016721,4/8/2003,Male
NASAW00016722,9/4/1994,Male
NASAW00016723,10/1/1977,Female
NASAW00016724,10/28/1997,Male
NASAW00016725,4/30/1990,Male
NASAW00016726,8/6/2004,Male
NASAW00016727,11/28/1999,Male
NASAW00016728,12/31/1985,Male
NASAW00016729,6/1/1982,Male
NASAW00016730,3/8/1979,Female
NASAW00016731,7/14/1981,Female
NASAW00016732,7/12/1994,Female
NASAW00016733,1/24/1976,Male
NASAW00016734,10/20/1997,Female
NASAW00016735,8/2/1985,Female
NASAW00016736,8/2/1980,Female
NASAW00016737,2/8/1990,Female
NASAW00016738,7/5/1998,Male
NASAW00016739,1/4/1980,Male
NASAW00016740,7/16/1981,Male
NASAW00016741,6/14/1975,Male
NASAW00016742,11/5/2000,Male
NASAW00016743,8/29/2002,Female
NASAW00016744,2/19/1977,Female
NASAW00016745,2/21/1987,Female
NASAW00016746,6/26/1985,Female
NASAW00016747,9/4/1990,Male
NASAW00016748,8/10/2004,Male
NASAW00016749,4/17/1992,Male
NASAW00016750,12/2/1995,Male
NASAW00016751,11/30/1990,Male
NASAW00016752,3/6/2004,Male
NASAW00016753,2/26/1984,Female
NASAW00016754,9/10/1996,Male
NASAW00016755,6/12/1976,Female
NASAW00016756,1/1/1979,Male
NASAW00016757,1/28/1996,Female
NASAW00016758,5/11/1980,Male
NASAW00016759,9/23/1976,Female
NASAW00016760,11/8/1986,Female
NASAW00016761,5/19/1991,Male
NASAW00016762,8/13/1997,Male
NASAW00016763,10/17/2004,Male
NASAW00016764,8/25/1989,Male
NASAW00016765,12/6/1978,Male
NASAW00016766,4/11/1983,Female
NASAW00016767,11/8/1998,Male
NASAW00016768,9/12/1979,Male
NASAW00016769,7/9/2004,Male
NASAW00016770,9/21/1986,Male
NASAW00016771,5/20/1998,Male
NASAW00016772,8/4/1979,Female
NASAW00016773,4/11/1997,Male
NASAW00016774,5/6/2000,Male
NASAW00016775,11/6/1993,Female
NASAW00016776,11/24/1982,Male
NASAW00016777,10/7/2004,Male
NASAW00016778,2/4/1993,Male
NASAW00016779,11/12/1990,Female
NASAW00016780,2/17/1997,Male
NASAW00016781,4/16/2003,Male
NASAW00016782,2/22/1977,Male
NASAW00016783,9/6/1976,Female
NASAW00016784,3/23/1975,Female
NASAW00016785,8/28/2003,Male
NASAW00016786,2/13/1976,Male
NASAW00016787,4/19/1977,Female
NASAW00016788,8/18/1989,Male
NASAW00016789,2/19/1989,Female
NASAW00016790,11/16/1983,Male
NASAW00016791,1/11/1986,Male
NASAW00016792,9/24/2002,Female
NASAW00016793,5/12/1986,Female
NASAW00016794,8/18/1979,Female
NASAW00016795,1/25/2002,Female
NASAW00016796,5/12/1982,Female
NASAW00016797,4/26/2002,Male
NASAW00016798,8/16/1984,Female
NASAW00016799,10/3/1991,Female
NASAW00016800,3/7/1980,Female
NASAW00016801,4/10/1996,Female
NASAW00016802,12/9/1978,Male
NASAW00016803,1/28/1977,Male
NASAW00016804,5/1/1992,Male
NASAW00016805,4/14/1981,Male
